Fund,Department,Division,Account,Amount,Current,Revenue,Annotation
SWS Operating Fund,Solid Waste Admin,Employee Benefits,Retirement,78.5,100703.61,false,0
General Fund,Internal Audit Office,Direct Expenses,Contractual Svcs-Other,30795,100795,false,0
Public Utilities Fund,PU Water Plant,Direct Expenses,Motor Fuels & Lubricants,-15700,101049,false,0
Transit CAMPO Fund,Planning  - CAMPO,Employee Benefits,Health Insurance,-585,101103,false,0
General Fund,Fire Support Svcs,Direct Expenses,Repairs-Other Equip,10800,101300,false,0
Rcc/Pac Operations Fund,Performing Arts Center,Employee Benefits,Social Security,26317.27,101680.07,false,0
Revolving Fund,PRCR - Recreation,Direct Expenses,Computer Operations & Access,-3318.57,101944.43,false,0
General Fund,Construction Mgmt,Employee Benefits,Health Insurance,4008.48,102192.48,false,0
Grants Fund,PRCR - Business Process Mgmt,Salaries and Wages,Salaries-Pt Temp/Seasonal,102600,102600,false,0
General Fund,PRCR - Parks - Highway Maint,Direct Expenses,Equipment Usage Charge,8830,102630,false,0
General Fund,Public Works,Employee Benefits,Supplemental Retirement,-13204.84,102928.2,false,0
General Fund,Emergency Communications,Employee Benefits,Supplemental Retirement,-11316.36,103609.32,false,0
Rcc/Pac Operations Fund,RCC Facility,Other Expense,To ISF-Prop/Liab Premium,8699,103700,false,0
Public Utilities Fund,PU Water Plant,Direct Expenses,Small Equipment,0,103725,false,0
General Fund,Special Appropriations,Miscellaneous,Safety Shoes,0,103810,false,0
General Fund,IT Enterprise Infrastructure M,Employee Benefits,Retirement,-12368.53,103841.19,false,0
General Fund,Neighborhood Code Enforcement,Employee Benefits,Social Security,3558.94,103951.44,false,0
Rcc/Pac Operations Fund,Performing Arts Center,Direct Expenses,Credit Card Fees,-34900,104000,false,0
General Fund,City Manager,Employee Benefits,Retirement,11412.29,104392.35,false,0
Home Grant,Community Development,Other Expense,Grant Expend Reimb,104666,104666,false,0
SWS Operating Fund,Solid Waste Recycling,Employee Benefits,Social Security,11245.23,105265,false,0
Public Utilities Fund,PU Water Plant,Direct Expenses,Equipment Usage Charge,29220,105484,false,0
Community Dev Block Grant,Community Development,Non-Program Revenues,Cdbg Interest Inc,3700,105700,true,0
General Fund,Emergency Communications,Direct Expenses,Computer Operations & Access,0,106055,false,0
General Fund,PRCR - Recreation,Direct Expenses,Cleaning Supplies,1000,106500,false,0
General Fund,Transportation Field Services,Employee Benefits,Supplemental Retirement,381.55,107064.49,false,0
General Fund,Police Field Operations,Employee Benefits,FICA Temp,84.13,107536.02,false,0
Revolving Fund,PRCR - Recreation,Aquatic Instruction Programs,Approp From Prior Year,-22200,107800,true,0
General Fund,Revenue,Employee Benefits,Health Insurance,11721.12,108237.12,false,0
General Fund,PRCR - Business Process Mgmt,Other Expense,To ISF-Prop/Liab Claims,7200,108917,false,0
Rcc/Pac Operations Fund,RCC Facility,Miscellaneous,Promotions,8300,109000,false,0
Public Utilities Fund,PU Facilities Support,Direct Expenses,Contractual Svcs-Other,0,109414,false,0
Public Utilities Fund,Resource Recovery,Salaries and Wages,Longevity,8803.76,109451.44,false,0
General Fund,Stormwater Street Maintenance,Employee Benefits,Retirement,1021.59,109461.71,false,0
Public Utilities Fund,PU Water Distribution,Capital Equipment,Construction Equip,-9700,109590,false,0
General Fund,PRCR - Resources,Direct Expenses,Operational & Maint Supplies,-21766,109743,false,0
Revolving Fund,PRCR - Recreation,Direct Expenses,Rental-Real Property,15000,110000,false,0
General Fund,PRCR - Recreation,Non-Program Revenues,County Spec Pops Support,110000,110000,true,0
Rcc/Pac Operations Fund,RCC/PAC Special Events,Special Events Costs,Sponsorships,0,110000,true,0
Revolving Fund,PRCR - Recreation,Teen Programs,Fees/Sales,-20000,110000,true,0
General Fund,Fire Adm,Direct Expenses,Wireless Data Comm,31888,110848,false,0
Public Utilities Fund,PU Sewer Maintenance,Capital Equipment,Capital Equipment-Other,-80700,110900,false,0
General Fund,PRCR - Strategic Plan & Devel,Employee Benefits,Social Security,3862.58,111121.24,false,0
Rcc/Pac Operations Fund,RCC Facility,Other Expense,RCC/ PAC Catering/Entertain Ex,0,113000,false,0
SWS Operating Fund,Solid Waste Admin,Non-Program Revenues,Fr 230 Self Insurance,113360,113360,true,0
General Fund,PRCR - Parks - Highway Maint,Direct Expenses,Vehicle Maint & Operation,-30107,113893,false,0
Public Utilities Fund,Public Utilities Admin,Direct Expenses,Wireless Data Comm,0,114000,false,0
General Fund,Public Works,Direct Expenses,Motor Fuels & Lubricants,-17205,114519,false,0
Rcc/Pac Operations Fund,Performing Arts Center,Employee Benefits,Retirement,28862.14,114800.05,false,0
Rcc/Pac Operations Fund,RCC/PAC Special Events,Special Events Costs,Beverage Revenues,25000,115000,true,0
Revolving Fund,PRCR - Recreation,Community Ctr Equipment,P&R Fee Split Revenue,-20000,115000,true,0
General Fund,Fire Operations,Employee Benefits,FICA Temp,1923.99,115482.94,false,0
Public Utilities Fund,PU Water Plant,Direct Expenses,Rental-Equipment,2000,115500,false,0
Stormwater Utility Fund,Stormwater Management,Employee Benefits,Opeb- Post Employment Benefits,97084.9,116016,false,0
General Fund,Special Appropriations,Employee Benefits,Group Life AD & D (Retiree),-1468.79,116262,false,0
General Fund,Neighborhood Code Enforcement,Employee Benefits,Retirement,2884.66,117364.5,false,0
General Fund,Police Field Operations,Employee Benefits,Retirement Temp,0,118030,false,0
General Fund,Revenue,Direct Expenses,Computer Operations & Access,29730,118030,false,0
General Fund,Human Resources,Miscellaneous,Organization Dev & Training,6659,118500,false,0
General Fund,IT Strategy & Planning,Direct Expenses,Computer Operations & Access,700,118551,false,0
SWS Operating Fund,Solid Waste Recycling,Employee Benefits,Retirement,11634.79,118847.65,false,0
General Fund,City Council,Salaries and Wages,Salaries-Ft,8000,119000,false,0
Public Utilities Fund,Public Utilities-Spec Appropri,Other Expense,Stream Water Quality,0,120000,false,0
General Fund,Development Services,Non-Program Revenues,Sign Permit Fee,120000,120000,true,0
General Fund,Inspections,Non-Program Revenues,Reinspection Fees-Bldg,-28234,120000,true,0
General Fund,Police Administrative Services,Non-Program Revenues,Controlled Substance Tax-Polic,0,120000,true,0
General Fund,PRCR - Parks -Park Maintenance,Direct Expenses,Equipment Repair Parts,91676,120812,false,0
General Fund,Fire Operations,Direct Expenses,Operational & Maint Supplies,0,121200,false,0
General Fund,Fire Adm,Direct Expenses,Service Contracts-Other,-1000,122000,false,0
General Fund,Special Appropriations,Employee Benefits,Unemployment,-5913,122754,false,0
General Fund,Fire Adm,Direct Expenses,Contractual Svcs-Other,88570,123570,false,0
General Fund,Community Svcs,Employee Benefits,Health Insurance,24792,123852,false,0
Rcc/Pac Operations Fund,RCC Facility,Employee Benefits,Health Insurance (Retiree),11223.72,123937,false,0
General Fund,IT Strategy & Planning,Miscellaneous,Training & Travel & Reg,20250,124348,false,0
General Fund,Police Chiefs Office,Employee Benefits,Social Security,2986.15,124891.67,false,0
General Fund,Police Special Operations,Direct Expenses,Contractual Svcs-Other,0,125000,false,0
Public Transit Fund-Operating,Transit Operations,Miscellaneous,Marketing,0,125000,false,0
General Fund,Purchasing,Non-Program Revenues,Misc Revenues,125000,125000,true,0
Public Transit Fund-Operating,Transit Operations,Non-Program Revenues,Advertising Revenue,0,125000,true,0
General Fund,PRCR - Strategic Plan & Devel,Employee Benefits,Retirement,2902.65,125484.09,false,0
General Fund,PRCR - Recreation,Employee Benefits,Supplemental Retirement,-2452.22,125786.36,false,0
General Fund,Human Resources,Employee Benefits,Social Security,2857.38,125876.45,false,0
Stormwater Utility Fund,Stormwater Management,Direct Expenses,Rental-Real Property,125924,125924,false,0
General Fund,City Manager,Direct Expenses,Rsv-Contingency,0,126000,false,0
General Fund,Police Administrative Services,Direct Expenses,Motor Fuels & Lubricants,0,126082.5,false,0
General Fund,PRCR - Parks -Park Maintenance,Salaries and Wages,Salaries-Ot For Ft Staff,0,126203,false,0
General Fund,Transportation Field Services,Salaries and Wages,Salaries-Ot For Ft Staff,-7000,126237,false,0
General Fund,Public Works,Direct Expenses,Vehicle Maint & Operation,3773.5,127143.5,false,0
Public Utilities Fund,Resource Recovery,Employee Benefits,Supplemental Retirement,-8579.02,127931.16,false,0
General Fund,Fire Support Svcs,Direct Expenses,Small Equipment,0,128625,false,0
General Fund,PRCR - Business Process Mgmt,Other Expense,To ISF-Prop/Liab Premium,6126,128912,false,0
Stormwater Utility Fund,Stormwater Management,Direct Expenses,Rsv-Other,-176044.52,129147.42,false,0
General Fund,PRCR - Recreation,Direct Expenses,Vehicle Maint & Operation,0,129840,false,0
General Fund,Public Works,Direct Expenses,Radio Signal Supplies,0,130000,false,0
Rcc/Pac Operations Fund,RCC Downtown Amphitheatre,Other Expense,RCC/ PAC Advertise/Mkting Exp,115000,130000,false,0
Revolving Fund,PRCR - Recreation,Direct Expenses,Transportation Svcs,45000,130000,false,0
General Fund,Non-Departmental,Non-Program Revenues,Prior Years Tax Levy,-169000,130000,true,0
Rcc/Pac Operations Fund,Performing Arts Center,Performing Arts Center,Credit Card Fee Income,30000,130000,true,0
Revolving Fund,PRCR - Recreation,Golden Years,Donations/Contributions,20000,130000,true,0
Stormwater Utility Fund,Stormwater Management,Non-Program Revenues,Grading Review Fee,0,130000,true,0
Public Utilities Fund,Resource Recovery,Direct Expenses,Small Equipment,24753,130253,false,0
General Fund,Stormwater Street Maintenance,Direct Expenses,Motor Fuels & Lubricants,-4955,130510,false,0
Revolving Fund,PRCR - Recreation,Community Ctr Equipment,Donations/Contributions,131000,131000,true,0
SWS Operating Fund,Solid Waste Recycling,Salaries and Wages,Salaries-Ot For Ft Staff,-90100,132000,false,0
General Fund,Police Detective Division,Salaries and Wages,Expense Allowance,0,132100,false,0
General Fund,City Attorney,Employee Benefits,Social Security,10354.27,132371.25,false,0
General Fund,Police Administrative Services,Direct Expenses,Copier Maintenance/Impressions,0,132500,false,0
General Fund,PRCR - Parks - Cemetery Maint,Salaries and Wages,Salaries-Ft,-8401,132792.57,false,0
General Fund,Police Administrative Services,Direct Expenses,Wan Data Line,0,133704,false,0
General Fund,Planning,Direct Expenses,Professional Svcs-Other,92530,134000,false,0
Public Utilities Fund,PU Meters,Salaries and Wages,Salaries-Pt Temp/Seasonal,1330,134295,false,0
Rcc/Pac Operations Fund,RCC Downtown Amphitheatre,Interfund Transfers In/Out,To 100 Ind Cost,5375,134801,false,0
General Fund,Human Resources,Miscellaneous,Tuition Assistance,0,135000,false,0
General Fund,PRCR - Resources,Direct Expenses,Contractual Svcs-Other,-12317,135074,false,0
General Fund,Public Works,Direct Expenses,Equipment Usage Charge,17434,135174,false,0
Rcc/Pac Operations Fund,RCC Facility,Direct Expenses,Rsv-Wide Area Network,0,136000,false,0
General Fund,Police Administrative Services,Other Expense,To ISF-WC Excess Premium,3185,136549,false,0
General Fund,PRCR - Parks - Urban Trees,Direct Expenses,Equipment Usage Charge,1120,136590,false,0
Public Utilities Fund,PU Water Plant,Direct Expenses,Repairs-Bldg/Structure,10000,137000,false,0
Public Utilities Fund,Resource Recovery,Capital Equipment,Capital Equipment-Other,-73500,137000,false,0
General Fund,Police Field Operations,Salaries and Wages,Salaries-Pt Temp/Seasonal,1357,137052,false,0
General Fund,PRCR - F&O - City Fac Maint,Employee Benefits,Social Security,28213.22,137109.98,false,0
Utility Debt Service Fund,Non-Departmental,Non-Program Revenues,Approp From Prior Year,-305085,137715,true,0
General Fund,Fire Operations,Employee Benefits,Retirement Temp,2296.37,137834.47,false,0
General Fund,IT Application Support,Employee Benefits,Social Security,13789.84,137838.34,false,0
Revolving Fund,PRCR - Recreation,Direct Expenses,Parks & Recreation Trips,-74259,139300,false,0
Parking Debt Service Fund,Treasury Office,Interfund Transfers In/Out,To 260-Isf Vehicle Fleet Servi,0,140000,false,0
General Fund,Inspections,Non-Program Revenues,Reinspection Fees-Plumbing,-42332,140000,true,0
Public Utilities Fund,PU Sewer Maintenance,Direct Expenses,Small Equipment,63045,140045,false,0
Revolving Fund,PRCR - Recreation,Employee Benefits,FICA Temp,-11084.07,140773.48,false,0
General Fund,Police Detective Division,Employee Benefits,Dental Insurance,29307,141700.12,false,0
General Fund,Human Resources,Employee Benefits,Retirement,1777.11,142118.56,false,0
Parking Facilities Fund-Operat,Parking Operations,Direct Expenses,Operational & Maint Supplies,5700,143200,false,0
Stormwater Utility Fund,Stormwater Management,Interfund Transfers In/Out,To 501 ERP Debt Service,-2412,143202,false,0
General Fund,Office of the Fire Marshall,Employee Benefits,Social Security,11262.48,143908.35,false,0
General Fund,Police Chiefs Office,Employee Benefits,Retirement,-962.52,143940.65,false,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Water Sales-Municipalities,0,144000,true,0
General Fund,Office of the Fire Marshall,Salaries and Wages,Salaries-Ot For Ft Staff,0,144037,false,0
Rcc/Pac Operations Fund,RCC Downtown Amphitheatre,Other Expense,RCC/ PAC Production Exp,101771,144835,false,0
General Fund,Police Administrative Services,Direct Expenses,Repairs-Bldg/Structure,0,145000,false,0
General Fund,City Manager,Employee Benefits,Health Insurance,30204,145248,false,0
Grants Fund,Public Works-Transportaion,Grant Year 2015/2016,State Match,145679,145679,true,0
Public Utilities Fund,Public Utilities Admin,Miscellaneous,Training & Travel & Reg,22500,147500,false,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Fr 642 For W/S Reimb,-2500,148000,true,0
Rcc/Pac Operations Fund,Performing Arts Center,Salaries and Wages,Salaries-Ot For Ft Staff,0,148160,false,0
General Fund,Inspections,Direct Expenses,Motor Fuels & Lubricants,23054,148270,false,0
Public Utilities Fund,PU Utility Billing,Employee Benefits,Social Security,4441.43,148514.27,false,0
General Fund,PRCR - Parks - Urban Trees,Employee Benefits,Health Insurance,19572,148728,false,0
General Fund,PRCR - Resources,Employee Benefits,Social Security,7923.11,149732.17,false,0
General Fund,Office of the Fire Marshall,Direct Expenses,Contractual Svcs-Other,0,150000,false,0
General Fund,Police Detective Division,Salaries and Wages,Salaries-Ot For Ft Staff,0,150000,false,0
General Fund,Police Special Operations,Salaries and Wages,Holiday Pay,0,150000,false,0
Housing Development-Operating,Community Development,Other Expense,Cap Improve/Repairs-Gr,0,150000,false,0
Public Utilities Fund,Public Utilities Admin,Direct Expenses,Legal Services,0,150000,false,0
Public Utilities Fund,Public Utilities Admin,Miscellaneous,Safety Shoes,0,150000,false,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Septic Disposal Fees,0,150000,true,0
Rcc/Pac Operations Fund,RCC Facility,Convention Center,Staff Services,0,150000,true,0
SWS Operating Fund,Solid Waste Admin,Non-Program Revenues,Yardwaste Sales,-50000,150000,true,0
Rcc/Pac Operations Fund,Performing Arts Center,Other Expense,RCC/PAC Subscript Mkting Exp,0,150050,false,0
SWS Operating Fund,Solid Waste Admin,Other Expense,To ISF-Prop/Liab Claims,-34425,150196,false,0
General Fund,City Attorney,Employee Benefits,Retirement,10354.91,150738.85,false,0
Revolving Fund,PRCR - Recreation,Direct Expenses,Print Copy-Rmb,-45381.5,151529.5,false,0
Public Utilities Fund,PU Utility Billing,Salaries and Wages,Agency Personnel-Temp,107081,152081,false,0
Public Utilities Fund,PU Water Plant,Direct Expenses,Vehicle Maint & Operation,26000,152100,false,0
Public Utilities Fund,Public Utilities-Spec Appropri,Interfund Transfers In/Out,To 501 Technology Cap Proj,-149796,152143,false,0
